,FPR,Mean Delay,Std Delay,Found Percent
0,0.0,,,0.0
1,0.008875739644970414,5.0,0.0,0.16666666666666666
2,0.020710059171597635,0.25,3.832427429188973,0.3333333333333333
3,0.029585798816568046,-1.5,2.565800719723442,0.5
4,0.03994082840236687,-0.875,3.515590277606308,0.6666666666666666
5,0.05325443786982249,-0.875,3.515590277606308,0.6666666666666666
6,0.060650887573964495,-2.75,2.817356917396161,0.6666666666666666
7,0.0695266272189349,-2.75,2.817356917396161,0.6666666666666666
8,0.07988165680473373,-2.75,2.817356917396161,0.6666666666666666
9,0.08875739644970414,-2.75,2.817356917396161,0.6666666666666666
10,0.09763313609467456,-3.5,2.7838821814150108,0.6666666666666666
11,0.11094674556213018,-3.75,2.537222891273055,0.6666666666666666
12,0.1227810650887574,-3.6666666666666665,2.403700850309326,0.75
13,0.1301775147928994,-3.6666666666666665,2.403700850309326,0.75
14,0.14792899408284024,-3.7777777777777777,2.3934065809486684,0.75
15,0.14792899408284024,-3.7777777777777777,2.3934065809486684,0.75
16,0.15976331360946747,-3.2,2.85657137141714,0.8333333333333334
17,0.16715976331360946,-3.2,2.85657137141714,0.8333333333333334
18,0.17899408284023668,-3.2,2.85657137141714,0.8333333333333334
19,0.1893491124260355,-3.5454545454545454,3.312884937870654,0.9166666666666666
20,0.20710059171597633,-3.5454545454545454,3.312884937870654,0.9166666666666666
21,0.20710059171597633,-3.5454545454545454,3.312884937870654,0.9166666666666666
22,0.22781065088757396,-3.5454545454545454,3.312884937870654,0.9166666666666666
23,0.22781065088757396,-3.5454545454545454,3.312884937870654,0.9166666666666666
24,0.25,-3.6363636363636362,3.3377381364883307,0.9166666666666666
25,0.25,-3.6363636363636362,3.3377381364883307,0.9166666666666666
26,0.27071005917159763,-3.4166666666666665,3.277660073216189,1.0
27,0.27071005917159763,-3.4166666666666665,3.277660073216189,1.0
28,0.2943786982248521,-3.9166666666666665,2.8418988174966553,1.0
29,0.2943786982248521,-3.9166666666666665,2.8418988174966553,1.0
30,0.2943786982248521,-3.9166666666666665,2.8418988174966553,1.0
31,0.3150887573964497,-5.083333333333333,1.1873172373979175,1.0
32,0.3150887573964497,-5.083333333333333,1.1873172373979175,1.0
33,0.33875739644970415,-5.166666666666667,1.0671873729054748,1.0
34,0.33875739644970415,-5.166666666666667,1.0671873729054748,1.0
35,0.33875739644970415,-5.166666666666667,1.0671873729054748,1.0
36,0.3801775147928994,-5.25,1.0103629710818451,1.0
37,0.3801775147928994,-5.25,1.0103629710818451,1.0
38,0.3801775147928994,-5.25,1.0103629710818451,1.0
39,0.3801775147928994,-5.25,1.0103629710818451,1.0
40,0.3801775147928994,-5.25,1.0103629710818451,1.0
41,0.4408284023668639,-5.666666666666667,0.7453559924999298,1.0
42,0.4408284023668639,-5.666666666666667,0.7453559924999298,1.0
43,0.4408284023668639,-5.666666666666667,0.7453559924999298,1.0
44,0.4408284023668639,-5.666666666666667,0.7453559924999298,1.0
45,0.4408284023668639,-5.666666666666667,0.7453559924999298,1.0
46,0.48520710059171596,-5.666666666666667,0.7453559924999298,1.0
47,0.48520710059171596,-5.666666666666667,0.7453559924999298,1.0
48,0.48520710059171596,-5.666666666666667,0.7453559924999298,1.0
49,0.48520710059171596,-5.666666666666667,0.7453559924999298,1.0
50,0.48520710059171596,-5.666666666666667,0.7453559924999298,1.0
51,0.5355029585798816,-5.666666666666667,0.7453559924999298,1.0
52,0.5355029585798816,-5.666666666666667,0.7453559924999298,1.0
53,0.5355029585798816,-5.666666666666667,0.7453559924999298,1.0
54,0.5355029585798816,-5.666666666666667,0.7453559924999298,1.0
55,0.5355029585798816,-5.666666666666667,0.7453559924999298,1.0
56,0.5355029585798816,-5.666666666666667,0.7453559924999298,1.0
57,0.5355029585798816,-5.666666666666667,0.7453559924999298,1.0
58,0.6168639053254438,-5.916666666666667,0.27638539919628335,1.0
59,0.6168639053254438,-5.916666666666667,0.27638539919628335,1.0
60,0.6168639053254438,-5.916666666666667,0.27638539919628335,1.0
61,0.6168639053254438,-5.916666666666667,0.27638539919628335,1.0
62,0.6168639053254438,-5.916666666666667,0.27638539919628335,1.0
63,0.6168639053254438,-5.916666666666667,0.27638539919628335,1.0
64,0.6168639053254438,-5.916666666666667,0.27638539919628335,1.0
65,0.6168639053254438,-5.916666666666667,0.27638539919628335,1.0
66,0.6967455621301775,-5.916666666666667,0.27638539919628335,1.0
67,0.6967455621301775,-5.916666666666667,0.27638539919628335,1.0
68,0.6967455621301775,-5.916666666666667,0.27638539919628335,1.0
69,0.6967455621301775,-5.916666666666667,0.27638539919628335,1.0
70,0.6967455621301775,-5.916666666666667,0.27638539919628335,1.0
71,0.6967455621301775,-5.916666666666667,0.27638539919628335,1.0
72,0.6967455621301775,-5.916666666666667,0.27638539919628335,1.0
73,0.6967455621301775,-5.916666666666667,0.27638539919628335,1.0
74,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
75,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
76,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
77,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
78,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
79,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
80,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
81,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
82,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
83,0.7914201183431953,-5.916666666666667,0.27638539919628335,1.0
84,0.9053254437869822,-6.0,0.0,1.0
85,0.9053254437869822,-6.0,0.0,1.0
